OBJECTID_1,FID_1,NCESID,NAME,ADDRESS,CITY,COUNTY,STATE,ZIP,TELEPHONE,NAICS_CODE,NAICS_DESC,LEVEL_,TYPE,STATUS,POPULATION,ENROLLMENT,FULL_TIME_,START_GRAD,END_GRADE,precinct
121,57217,360007701723,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,328 WEST 48TH ST,NEW YORK,NEW YORK COUNTY,NY,10036,(212) 247-8652,611110,Elementary and Secondary Schools,Other,1,1,525,504,21,06,12,18
122,57255,360007705626,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,525 WEST 50TH ST,NEW YORK,NEW YORK COUNTY,NY,10019,(212) 586-0981,611110,Elementary and Secondary Schools,High,1,1,455,431,24,09,12,18
123,57536,360007705622,FOOD AND FINANCE HIGH SCHOOL,525 WEST 50TH ST,NEW YORK,NEW YORK COUNTY,NY,10019,(212) 586-2943,611110,Elementary and Secondary Schools,High,1,1,466,433,33,09,12,18
124,57664,360007700116,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,448 WEST 56TH ST,NEW YORK,NEW YORK COUNTY,NY,10019,(212) 262-8113,611110,Elementary and Secondary Schools,High,1,1,1452,1384,68,09,12,18
125,57669,360007701299,JACQUELINE KENNEDY ONASSIS HIGH SCHOOL,120 WEST 46TH ST,NEW YORK,NEW YORK COUNTY,NY,10036,(212) 391-0041,611110,Elementary and Secondary Schools,High,1,1,763,721,42,09,12,18
126,57683,360007704407,PS 212 MIDTOWN WEST,328 WEST 48TH ST,NEW YORK,NEW YORK COUNTY,NY,10036,(212) 247-0208,611110,Elementary and Secondary Schools,Primary,1,1,366,344,22,KG,05,18
127,57730,360013503340,PS 35,317 WEST 52ND ST,NEW YORK,NEW YORK COUNTY,NY,10019,(212) 247-4307,611110,Elementary and Secondary Schools,Other,2,1,293,256,37,01,12,18
128,57841,360007705624,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,525 WEST 50TH ST,NEW YORK,NEW YORK COUNTY,NY,10019,(212) 586-1819,611110,Elementary and Secondary Schools,High,1,1,439,412,27,09,12,18
129,57847,360007705769,FACING HISTORY SCHOOL,525 WEST 50TH ST,NEW YORK,NEW YORK COUNTY,NY,10019,(212) 757-2680,611110,Elementary and Secondary Schools,High,1,1,482,449,33,09,12,18
130,97573,360007706126,BUSINESS OF SPORTS SCHOOL,439 WEST 49TH ST,NEW YORK,NEW YORK COUNTY,NY,10019,NOT AVAILABLE,611110,Elementary and Secondary Schools,Other,5,1,325,303,22,09,11,18
131,102888,360007706251,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,439 EAST 49TH ST,NEW YORK,NEW YORK COUNTY,NY,10019,NOT AVAILABLE,611110,Elementary and Secondary Schools,Other,5,3,133,126,7,09,09,18
132,58003,360007704729,RICHARD R GREEN HIGH SCHOOL OF TEACHING,26 BROADWAY,NEW YORK,NEW YORK COUNTY,NY,10004,(646) 826-8174,611110,Elementary and Secondary Schools,High,1,1,635,600,35,09,12,19
133,58035,360007701219,PS 290 MANHATTAN NEW SCHOOL,311 EAST 82ND ST,NEW YORK,NEW YORK COUNTY,NY,10028,(212) 734-7127,611110,Elementary and Secondary Schools,Primary,1,1,672,635,37,KG,05,19
134,57185,360007700586,MANHATTAN INTERNATIONAL HIGH SCHOOL,317 EAST 67TH ST,NEW YORK,NEW YORK COUNTY,NY,10021,(212) 517-6728,611110,Elementary and Secondary Schools,High,1,1,344,324,20,09,12,19
135,57200,360007705084,ELEANOR ROOSEVELT HIGH SCHOOL,411 EAST 76TH ST,NEW YORK,NEW YORK COUNTY,NY,10021,(212) 772-1220,611110,Elementary and Secondary Schools,High,1,1,536,506,30,09,12,19
136,57239,360007702635,PS 183 ROBERT L STEVENSON,419 EAST 66TH ST,NEW YORK,NEW YORK COUNTY,NY,10021,(212) 734-7719,611110,Elementary and Secondary Schools,Primary,1,1,650,610,40,KG,05,19
137,57435,360007700585,VANGUARD HIGH SCHOOL,317 EAST 67TH ST RM 401,NEW YORK,NEW YORK COUNTY,NY,10021,(212) 517-5175,611110,Elementary and Secondary Schools,High,1,1,475,443,32,09,12,19
138,57468,360007702058,PS 6 LILLIE D BLAKE,45 EAST 81ST ST,NEW YORK,NEW YORK COUNTY,NY,10028,(212) 737-9774,611110,Elementary and Secondary Schools,Primary,1,1,836,789,47,KG,05,19
139,57520,360007704405,EAST SIDE MIDDLE SCHOOL,331 EAST 91ST ST,NEW YORK,NEW YORK COUNTY,NY,10028,(212) 360-0114,611110,Elementary and Secondary Schools,Middle,1,1,478,448,30,06,08,19
140,57676,360007703548,PS 77 LOWER LAB SCHOOL,1700 3RD AVE,NEW YORK,NEW YORK COUNTY,NY,10128,(212) 427-2798,611110,Elementary and Secondary Schools,Primary,1,1,372,351,21,KG,05,19
141,57678,360007703646,URBAN ACADEMY LABORATORY HIGH SCHOOL,317 EAST 67TH ST,NEW YORK,NEW YORK COUNTY,NY,10021,(212) 570-5284,611110,Elementary and Secondary Schools,High,1,1,173,157,16,09,12,19
142,57681,360007703705,LIFE SCIENCES SECONDARY SCHOOL,320 EAST 96TH ST,NEW YORK,NEW YORK COUNTY,NY,10128,(212) 348-1694,611110,Elementary and Secondary Schools,Other,1,1,763,717,46,06,12,19
143,57727,360013502601,PS 169 ROBERT F KENNEDY,110 EAST 88TH ST,NEW YORK,NEW YORK COUNTY,NY,10028,(212) 348-6140,611110,Elementary and Secondary Schools,Other,2,1,332,279,53,02,12,19
144,57976,360007701297,TALENT UNLIMITED HIGH SCHOOL,317 EAST 67TH ST,NEW YORK,NEW YORK COUNTY,NY,10021,(212) 737-1530,611110,Elementary and Secondary Schools,High,1,1,516,491,25,09,12,19
145,57982,360007703348,ELLA BAKER SCHOOL,317 EAST 67TH ST,NEW YORK,NEW YORK COUNTY,NY,10021,(212) 717-8809,611110,Elementary and Secondary Schools,Primary,1,1,341,321,20,PK,08,19
146,57996,360007702569,PS 158 BAYLARD TAYLOR,1458 YORK AVE,NEW YORK,NEW YORK COUNTY,NY,10021,(212) 744-6562,611110,Elementary and Secondary Schools,Primary,1,1,809,760,49,PK,05,19
147,57997,360007702597,JHS 167 ROBERT F WAGNER,220 EAST 76TH ST,NEW YORK,NEW YORK COUNTY,NY,10021,(212) 535-8610,611110,Elementary and Secondary Schools,Middle,1,1,1315,1243,72,06,08,19
148,57998,360007702675,PS 198 ISADOR E IDA STRAUS,1700 3RD AVE,NEW YORK,NEW YORK COUNTY,NY,10128,(212) 289-3702,611110,Elementary and Secondary Schools,Primary,1,1,594,551,43,PK,05,19
149,100853,360007706210,PS 267,1458 YORK AVE,NEW YORK,NEW YORK COUNTY,NY,10075,(917) 432-5413,611110,Elementary and Secondary Schools,Primary,1,1,106,98,8,KG,01,19
150,97925,360007706166,YORKVILLE COMMUNITY SCHOOL,421 EAST 88TH ST,NEW YORK,NEW YORK COUNTY,NY,10128,NOT AVAILABLE,611110,Elementary and Secondary Schools,Primary,5,1,301,280,21,KG,02,19
151,58005,360007802023,LOUIS D BRANDEIS HIGH SCHOOL,145 WEST 84TH ST,NEW YORK,NEW YORK COUNTY,NY,10024,(917) 441-5600,611110,Elementary and Secondary Schools,High,1,1,315,288,27,09,12,20
152,58006,360007802068,PS 9 SARAH ANDERSON,100 WEST 84TH ST,NEW YORK,NEW YORK COUNTY,NY,10024,(212) 678-2812,611110,Elementary and Secondary Schools,Primary,1,1,645,605,40,PK,05,20
153,58025,360007802677,PS 199 JESSIE ISADOR STRAUS,270 WEST 70TH ST,NEW YORK,NEW YORK COUNTY,NY,10023,(212) 799-1033,611110,Elementary and Secondary Schools,Primary,1,1,840,792,48,KG,05,20
154,57241,360007803552,MS 243 CENTER SCHOOL,100 WEST 84TH ST RM 310,NEW YORK,NEW YORK COUNTY,NY,10024,(212) 799-1477,611110,Elementary and Secondary Schools,Middle,1,1,236,221,15,05,08,20
155,57247,360007805114,HIGH SCHOOL OF ARTS AND TECHNOLOGY,122 AMSTERDAM AVE,NEW YORK,NEW YORK COUNTY,NY,10023,(212) 501-1198,611110,Elementary and Secondary Schools,High,1,1,629,599,30,09,12,20
156,57249,360007805505,MANHATTAN HUNTER SCIENCE HIGH SCHOOL,122 AMSTERDAM AVE,NEW YORK,NEW YORK COUNTY,NY,10023,(212) 501-1235,611110,Elementary and Secondary Schools,High,1,1,478,452,26,09,12,20
157,57598,360007804458,"FIORELLO H LAGUARDIA HIGH SCHOOL OF MUSIC, ART AND",100 AMSTERDAM AVE,NEW YORK,NEW YORK COUNTY,NY,10023,(212) 496-0700,611110,Elementary and Secondary Schools,High,1,1,2731,2604,127,09,12,20
158,57654,360007802655,PS 191 AMSTERDAM,210 WEST 61ST ST,NEW YORK,NEW YORK COUNTY,NY,10023,(212) 757-4343,611110,Elementary and Secondary Schools,Primary,1,1,592,550,42,PK,08,20
159,57689,360007800592,BEACON HIGH SCHOOL,227 243 WEST 61ST ST,NEW YORK,NEW YORK COUNTY,NY,10022,(212) 245-2807,611110,Elementary and Secondary Schools,High,1,1,1214,1162,52,09,12,20
160,57691,360007803572,MS 245 THE COMPUTER SCHOOL,100 WEST 77TH ST,NEW YORK,NEW YORK COUNTY,NY,10024,(917) 441-0873,611110,Elementary and Secondary Schools,Middle,1,1,423,401,22,06,08,20
161,57825,360007805113,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTIC",122 AMSTERDAM AVE,NEW YORK,NEW YORK COUNTY,NY,10023,(212) 501-1201,611110,Elementary and Secondary Schools,High,1,1,576,541,35,09,12,20
162,57826,360007805630,URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES,122 AMSTERDAM AVE,NEW YORK,NEW YORK COUNTY,NY,10023,(212) 501-1110,611110,Elementary and Secondary Schools,High,1,1,386,366,20,09,12,20
163,57829,360007805638,MANHATTAN THEATRE LAB HIGH SCHOOL,122 AMSTERDAM AVE,NEW YORK,NEW YORK COUNTY,NY,10023,(212) 362-2075,611110,Elementary and Secondary Schools,High,1,1,426,406,20,09,12,20
164,57832,360007805773,THE ANDERSON SCHOOL,100 WEST 77TH ST,NEW YORK,NEW YORK COUNTY,NY,10024,(212) 595-7193,611110,Elementary and Secondary Schools,Primary,1,1,596,569,27,KG,08,20
165,57834,360007805774,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",122 AMSTERDAM AVE,NEW YORK,NEW YORK COUNTY,NY,10023,(212) 799-4064,611110,Elementary and Secondary Schools,High,1,1,435,414,21,09,12,20
166,57853,360007802197,JHS 44 WILLIAM J O SHEA,100 WEST 77TH ST,NEW YORK,NEW YORK COUNTY,NY,10024,(917) 441-1163,611110,Elementary and Secondary Schools,Unknown,1,2,0,-2,-2,07,08,20
167,57859,360007802335,PS 87 WILLIAM SHERMAN,160 WEST 78TH ST,NEW YORK,NEW YORK COUNTY,NY,10024,(212) 678-2826,611110,Elementary and Secondary Schools,Primary,1,1,1023,963,60,PK,05,20
168,57886,360013501932,PS 811 MICKEY MANTLE SCHOOL,466 WEST END AVE,NEW YORK,NEW YORK COUNTY,NY,10024,(212) 579-3788,611110,Elementary and Secondary Schools,Primary,2,1,422,336,86,PK,08,20
169,97684,360007806115,SPECIAL MUSIC SCHOOL,129 WEST 67TH ST,NEW YORK,NEW YORK COUNTY,NY,10023,NOT AVAILABLE,611110,Elementary and Secondary Schools,Primary,5,1,150,138,12,KG,08,20
170,97690,360007806135,WEST PREP ACADEMY,150 WEST 105TH ST,NEW YORK,NEW YORK COUNTY,NY,10025,NOT AVAILABLE,611110,Elementary and Secondary Schools,Middle,5,1,200,188,12,06,08,20
171,97706,360007806145,INNOVATION DIPLOMA PLUS,145 WEST 84TH ST,NEW YORK,NEW YORK COUNTY,NY,10024,NOT AVAILABLE,611110,Elementary and Secondary Schools,High,5,1,207,193,14,09,12,20
172,97715,360007806146,THE GLOBAL LEARNING COLLABORATIVE,145 WEST 84TH ST,NEW YORK,NEW YORK COUNTY,NY,10024,NOT AVAILABLE,611110,Elementary and Secondary Schools,Other,5,1,382,357,25,09,11,20
173,97721,360007806148,URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,145 WEST 84TH ST,NEW YORK,NEW YORK COUNTY,NY,10024,NOT AVAILABLE,611110,Elementary and Secondary Schools,Other,5,1,305,282,23,09,11,20
174,100872,360007806185,FRANK MCCOURT HIGH SCHOOL,145 WEST 84TH ST,NEW YORK,NEW YORK COUNTY,NY,10024,(212) 362-2015,611110,Elementary and Secondary Schools,Other,1,1,234,219,15,09,10,20
175,100880,360007806187,PS 452,100 WEST 77TH ST,NEW YORK,NEW YORK COUNTY,NY,10027,(212) 496-1050,611110,Elementary and Secondary Schools,Primary,1,1,135,125,10,KG,01,20
177,58010,360007902529,PS 146 ANN M SHORT,421 EAST 106TH ST,NEW YORK,NEW YORK COUNTY,NY,10029,(212) 860-5877,611110,Elementary and Secondary Schools,Primary,1,1,531,473,58,PK,05,23
178,57228,360014205779,NEW YORK CENTER FOR AUTISM CHARTER SCHOOL,433 EAST 100TH ST,NEW YORK,NEW YORK COUNTY,NY,10029,(212) 860-2580,611110,Elementary and Secondary Schools,Primary,2,1,40,32,8,03,06,23
179,57268,360007900638,CENTRAL PARK EAST HIGH SCHOOL,1573 MADISON AVE RM 321,NEW YORK,NEW YORK COUNTY,NY,10029,(212) 860-5929,611110,Elementary and Secondary Schools,High,1,1,471,445,26,09,12,23
180,57270,360007902246,JAMES WELDON JOHNSON SCHOOL,176 EAST 115TH ST,NEW YORK,NEW YORK COUNTY,NY,10029,(212) 860-5812,611110,Elementary and Secondary Schools,Primary,1,1,834,778,56,PK,08,23
181,57272,360007902324,THE BILINGUAL BICULTURAL SCHOOL,219 EAST 109TH ST,NEW YORK,NEW YORK COUNTY,NY,10029,(212) 860-6031,611110,Elementary and Secondary Schools,Primary,1,1,390,365,25,KG,05,23
182,57275,360007905631,TAG YOUNG SCHOLARS,240 EAST 109TH ST,NEW YORK,NEW YORK COUNTY,NY,10029,(212) 860-6003,611110,Elementary and Secondary Schools,Primary,1,1,517,495,22,KG,08,23
183,57279,360007905633,CENTRAL PARK EAST I,1573 MADISON AVE,NEW YORK,NEW YORK COUNTY,NY,10029,(212) 860-5821,611110,Elementary and Secondary Schools,Primary,1,1,223,208,15,PK,05,23
184,57661,360004704413,HARBOR SCIENCE AND ARTS CHARTER SCHOOL,1 EAST 104TH ST,NEW YORK,NEW YORK COUNTY,NY,10029,(212) 427-2244,611110,Elementary and Secondary Schools,Primary,1,1,260,242,18,KG,08,23
185,57694,360007902083,PS 38 ROBERTO CLEMENTE,232 EAST 103RD ST,NEW YORK,NEW YORK COUNTY,NY,10029,(212) 860-5882,611110,Elementary and Secondary Schools,Primary,1,1,303,276,27,PK,05,23
186,57696,360007902294,THE LEXINGTON ACADEMY,131 EAST 104TH ST,NEW YORK,NEW YORK COUNTY,NY,10029,(212) 860-5831,611110,Elementary and Secondary Schools,Primary,1,1,578,532,46,PK,05,23
187,57698,360007902919,YOUNG WOMEN S LEADERSHIP SCHOOL,105 EAST 106TH ST,NEW YORK,NEW YORK COUNTY,NY,10029,(212) 289-7593,611110,Elementary and Secondary Schools,Other,1,1,474,449,25,06,12,23
188,57699,360007904448,JHS 13 JACKIE ROBINSON,1573 MADISON AVE,NEW YORK,NEW YORK COUNTY,NY,10029,(212) 860-8935,611110,Elementary and Secondary Schools,Middle,1,1,257,234,23,06,08,23
189,57792,360007902223,PS 50 VITO MARCANTONIO,433 EAST 100TH ST,NEW YORK,NEW YORK COUNTY,NY,10029,(212) 860-5976,611110,Elementary and Secondary Schools,Primary,1,1,342,317,25,KG,08,23
190,57795,360007902387,PS 102 JACQUES CARTIER,315 EAST 113TH ST,NEW YORK,NEW YORK COUNTY,NY,10029,(212) 860-5834,611110,Elementary and Secondary Schools,Primary,1,1,335,300,35,PK,05,23
191,57803,360007902927,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SC,410 EAST 100TH ST BLDG 99,NEW YORK,NEW YORK COUNTY,NY,10029,(212) 860-5854,611110,Elementary and Secondary Schools,High,1,1,210,198,12,09,12,23
192,57806,360007904412,MS 224 MANHATTAN EAST SCHOOL FOR ARTS AND ACAD,410 EAST 100TH ST,NEW YORK,NEW YORK COUNTY,NY,10029,(212) 860-6047,611110,Elementary and Secondary Schools,Middle,1,1,262,247,15,06,08,23
193,57811,360007905530,PS 83 LUIS MUNOZ RIVERA,219 EAST 109TH ST,NEW YORK,NEW YORK COUNTY,NY,10029,(212) 860-5847,611110,Elementary and Secondary Schools,Primary,1,1,462,432,30,PK,05,23
194,57862,360007902605,PS 171 PATRICK HENRY,19 EAST 103RD ST,NEW YORK,NEW YORK COUNTY,NY,10029,(212) 860-5801,611110,Elementary and Secondary Schools,Primary,1,1,701,656,45,PK,08,23
195,57867,360007905635,CENTRAL PARK EAST II,19 EAST 103RD ST,NEW YORK,NEW YORK COUNTY,NY,10029,(212) 860-5992,611110,Elementary and Secondary Schools,Primary,1,1,259,240,19,PK,05,23
196,57896,360003904439,AMBER CHARTER SCHOOL,220 EAST 106TH ST,NEW YORK,NEW YORK COUNTY,NY,10029,(212) 534-9667,611110,Elementary and Secondary Schools,Primary,1,1,469,443,26,KG,05,23
197,57992,360007900593,PARK EAST HIGH SCHOOL,230 34 EAST 105TH ST,NEW YORK,NEW YORK COUNTY,NY,10029,(212) 831-1517,611110,Elementary and Secondary Schools,High,1,1,373,349,24,09,12,23
198,57993,360007902407,PS 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL COM,1615 MADISON AVE,NEW YORK,NEW YORK COUNTY,NY,10029,(212) 860-5803,611110,Elementary and Secondary Schools,Primary,1,1,770,725,45,PK,08,23
199,57994,360007902929,HERITAGE SCHOOL,1680 LEXINGTON AVE,NEW YORK,NEW YORK COUNTY,NY,10029,(212) 828-2858,611110,Elementary and Secondary Schools,High,1,1,315,294,21,09,12,23
200,95636,360007905998,MOSAIC PREPARATORY ACADEMY,141 EAST 111TH ST,MANHATTAN,NEW YORK COUNTY,NY,10029,(212) 722-3109,611110,Elementary and Secondary Schools,Primary,1,1,347,324,23,PK,05,23
201,95755,360096206037,HARLEM SUCCESS ACADEMY CHARTER SCHOOL 3,141 EAST 111TH ST 3RD FL,NEW YORK,NEW YORK COUNTY,NY,10029,(646) 747-6700,611110,Elementary and Secondary Schools,Primary,1,1,659,619,40,KG,04,23
202,95770,360007906003,ESPERANZA PREPATORY ACADEMY,240 EAST 109TH ST,MANHATTAN,NEW YORK COUNTY,NY,10029,(212) 722-6507,611110,Elementary and Secondary Schools,Middle,1,1,269,243,26,06,08,23
203,95775,360007906016,RENAISSANCE SCHOOL OF THE ARTS,410 EAST 100TH ST,MANHATTAN,NEW YORK COUNTY,NY,10029,(212) 369-1564,611110,Elementary and Secondary Schools,Middle,1,1,213,194,19,06,08,23
204,95778,360007906022,GLOBAL NEIGHBORHOOD SECONDARY SCHOOL,240 EAST 109TH ST,MANHATTAN,NEW YORK COUNTY,NY,10029,(212) 289-4204,611110,Elementary and Secondary Schools,Middle,1,1,198,179,19,06,08,23
205,97647,360096406038,DREAM CHARTER SCHOOL,232 EAST 103RD ST,NEW YORK,NEW YORK COUNTY,NY,10029,NOT AVAILABLE,611110,Elementary and Secondary Schools,Primary,5,1,270,246,24,KG,04,23
206,100808,360103606225,RENSAISSANCE CHARTER HIGH SCHOOL FOR INNOVATION,410 EAST 100TH ST,NEW YORK,NEW YORK COUNTY,NY,10029,(212) 722-5871,611110,Elementary and Secondary Schools,Unknown,1,1,22,-2,22,N,N,23
207,102892,360104206252,EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL,1573 MADISON AVE,NEW YORK,NEW YORK COUNTY,NY,10029,(212) 348-2518,611110,Elementary and Secondary Schools,Primary,1,3,120,108,12,KG,01,23
208,58004,360007800619,EDWARD A REYNOLDS WEST SIDE HIGH SCHOOL,140 WEST 102ND ST,NEW YORK,NEW YORK COUNTY,NY,10025,(212) 678-7300,611110,Elementary and Secondary Schools,High,4,1,591,553,38,09,12,24
209,58007,360007803603,MS 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL,735 WEST END AVE,NEW YORK,NEW YORK COUNTY,NY,10025,(212) 866-6313,611110,Elementary and Secondary Schools,Middle,1,1,199,177,22,06,08,24
210,58008,360007803622,PS 333 MANHATTAN SCHOOL FOR CHILDREN,154 WEST 93RD ST,NEW YORK,NEW YORK COUNTY,NY,10025,(212) 222-1450,611110,Elementary and Secondary Schools,Primary,1,1,773,729,44,KG,08,24
211,58009,360007805629,MOTT HALL II,234 WEST 109TH ST,NEW YORK,NEW YORK COUNTY,NY,10025,(212) 678-2960,611110,Elementary and Secondary Schools,Middle,1,1,337,317,20,06,08,24
212,58021,360007802235,JHS 54 BOOKER T WASHINGTON,103 WEST 107TH ST,NEW YORK,NEW YORK COUNTY,NY,10025,(212) 678-2861,611110,Elementary and Secondary Schools,Middle,1,1,880,833,47,06,08,24
213,58022,360007802303,PS 75 EMILY DICKINSON,735 WEST END AVE,NEW YORK,NEW YORK COUNTY,NY,10025,(212) 866-5400,611110,Elementary and Secondary Schools,Primary,1,1,682,635,47,KG,05,24
214,58023,360007802584,PS 163 ALFRED E SMITH,163 WEST 97TH ST,NEW YORK,NEW YORK COUNTY,NY,10025,(212) 678-2854,611110,Elementary and Secondary Schools,Primary,1,1,682,636,46,PK,05,24
215,58024,360007802591,PS 165 ROBERT E SIMON,234 WEST 109TH ST,NEW YORK,NEW YORK COUNTY,NY,10025,(212) 678-2873,611110,Elementary and Secondary Schools,Primary,1,1,891,826,65,PK,08,24
216,57243,360007803579,MS 247 DUAL LANGUAGE MIDDLE SCHOOL,32 WEST 92ND ST,NEW YORK,NEW YORK COUNTY,NY,10025,(212) 799-2653,611110,Elementary and Secondary Schools,Middle,1,1,222,203,19,06,08,24
217,57245,360007803607,MS 256 ACADEMIC AND ATHLETIC EXCELLENCE,154 WEST 93RD ST,NEW YORK,NEW YORK COUNTY,NY,10025,(212) 222-2857,611110,Elementary and Secondary Schools,Middle,1,1,182,168,14,06,08,24
218,57265,360007802525,PS 145 THE BLOOMINGDALE SCHOOL,150 WEST 105TH ST,NEW YORK,NEW YORK COUNTY,NY,10025,(212) 678-2857,611110,Elementary and Secondary Schools,Primary,1,1,482,445,37,PK,05,24
219,57266,360007802593,PS 166 THE RICHARD ROGERS SCHOOL OF THE ARTS AND S,132 WEST 89TH ST,NEW YORK,NEW YORK COUNTY,NY,10024,(212) 678-2829,611110,Elementary and Secondary Schools,Primary,1,1,647,607,40,KG,05,24
220,57692,360007803616,COMMUNITY ACTION SCHOOL MS 258,154 WEST 93RD ST,NEW YORK,NEW YORK COUNTY,NY,10025,(212) 678-5888,611110,Elementary and Secondary Schools,Middle,1,1,269,247,22,06,08,24
221,57731,360007802327,PS 84 LILIAN WEBER,32 WEST 92ND ST,NEW YORK,NEW YORK COUNTY,NY,10025,(212) 799-2534,611110,Elementary and Secondary Schools,Primary,1,1,524,489,35,PK,05,24
222,58011,360008100590,CHOIR ACADEMY OF HARLEM,2005 MADISON AVE,NEW YORK,NEW YORK COUNTY,NY,10035,(212) 289-6227,611110,Elementary and Secondary Schools,Other,1,1,368,347,21,06,12,25
223,58015,360008102489,PS 133 FRED R MOORE,2121 5TH AVE,NEW YORK,NEW YORK COUNTY,NY,10037,(212) 690-5936,611110,Elementary and Secondary Schools,Primary,1,1,311,284,27,PK,05,25
224,57164,360006804870,HARLEM DAY CHARTER SCHOOL,240 EAST 123RD ST 1ST FL,NEW YORK,NEW YORK COUNTY,NY,10035,(212) 876-9953,611110,Elementary and Secondary Schools,Primary,1,1,314,287,27,KG,05,25
225,57225,360014005777,HARLEM CHILDREN S ZONE PROMISE ACADEMY II CHARTER,2005 MADISON AVE 2ND FL,NEW YORK,NEW YORK COUNTY,NY,10035,(917) 492-1481,611110,Elementary and Secondary Schools,Primary,1,1,593,551,42,KG,07,25
226,57227,360014105778,HARLEM VILLAGE ACADEMY LEADERSHIP CHARTER SCHOOL,2351 1ST AVE 4TH FL,NEW YORK,NEW YORK COUNTY,NY,10035,(646) 812-9400,611110,Elementary and Secondary Schools,Other,1,1,427,394,33,05,11,25
227,57277,360007905632,RIVER EAST ELEMENTARY,508 EAST 120TH ST,NEW YORK,NEW YORK COUNTY,NY,10035,(212) 348-2208,611110,Elementary and Secondary Schools,Primary,1,1,256,233,23,KG,05,25
228,57616,360008105637,KNOWLEDGE AND POWER PREPARATORY ACADEMY II,144 176 128TH ST,NEW YORK,NEW YORK COUNTY,NY,10027,(212) 828-6892,611110,Elementary and Secondary Schools,Unknown,1,2,0,-2,-2,06,08,25
229,57620,360008105758,HARLEM RENAISSENCE HIGH SCHOOL,22 EAST 128TH ST,NEW YORK,NEW YORK COUNTY,NY,10035,(212) 996-3795,611110,Elementary and Secondary Schools,High,4,1,233,219,14,09,12,25
230,57740,360013504780,PS 138,144 176 EAST 128TH ST,NEW YORK,NEW YORK COUNTY,NY,10035,(212) 369-2227,611110,Elementary and Secondary Schools,Other,2,1,640,524,116,KG,09,25
231,57789,360007902061,PS 7 SAMUEL STERN,160 EAST 120TH ST,NEW YORK,NEW YORK COUNTY,NY,10035,(212) 860-5827,611110,Elementary and Secondary Schools,Primary,1,1,424,399,25,PK,08,25
232,57793,360007902366,PS 96 JOSEPH LANZETTA,216 EAST 120TH ST,NEW YORK,NEW YORK COUNTY,NY,10035,(212) 860-5851,611110,Elementary and Secondary Schools,Primary,1,1,563,524,39,PK,08,25
233,57798,360007902418,PS 112 JOSE CELSO BARBOSA,535 EAST 119TH ST,NEW YORK,NEW YORK COUNTY,NY,10035,(212) 860-5868,611110,Elementary and Secondary Schools,Primary,1,1,389,337,52,PK,02,25
234,57799,360007902560,PS 155 WILLIAM PACA,319 EAST 117TH ST,NEW YORK,NEW YORK COUNTY,NY,10035,(212) 860-5885,611110,Elementary and Secondary Schools,Primary,1,1,386,356,30,PK,05,25
235,57801,360007902694,PS MS 206 JOSE CELSO BARBOSA,508 EAST 120TH ST,NEW YORK,NEW YORK COUNTY,NY,10035,(212) 860-5809,611110,Elementary and Secondary Schools,Primary,1,1,370,326,44,03,06,25
236,57809,360007904518,MANHATTAN CENTER FOR SCIENCE AND MATH,260 PLEASANT AVE,NEW YORK,NEW YORK COUNTY,NY,10029,(212) 876-4639,611110,Elementary and Secondary Schools,High,1,1,1723,1645,78,09,12,25
237,57814,360007905634,ISAAC NEWTON MS FOR MATH AND SCIENCE,260 PLEASANT AVE,NEW YORK,NEW YORK COUNTY,NY,10029,(212) 860-6006,611110,Elementary and Secondary Schools,Middle,1,1,383,358,25,06,08,25
238,57820,360008102141,PS 30 HERNANDEZ HUGHES,144 176 EAST 128TH ST,NEW YORK,NEW YORK COUNTY,NY,10035,(212) 876-1825,611110,Elementary and Secondary Schools,Primary,1,1,344,305,39,PK,05,25
